Respondent,S3_Recode,CATV_INSTALLATION_DATE,Churn_risk,CITY_NAME,CommercialProductName,COMMUNITY_NAME,ConvergedStatus,DTV_INSTALLATION_DATE,DTV_TIER_OPTION_NAME,Film1,FixedVoicePlan,FoxSportEDL,FoxSportINT,HasCATV,HasDTV,HasINT,HasTEL,INTERNET_INSTALLATION_DATE,INTERNET_TIER_OPTION_NAME,InternetSecurityType,IntSecurity_Benefit,Kids_Benefit,MediaBoxType,MoviesSeriesL,MoviesSeriesStd,MoviesSeriesXL,MSL_Benefit,PlayLevel,SALUTATION,TELEPHONY_INSTALLATION_DATE,TELEPHONY_TIER_OPTION_NAME,Tenure,TVContentPack,"Sport,"
706,LOYAL & LIGHT RISK,41556.0,low,DIEVER,Internet Complete & TV Max Next,WESTERVELD,Converged,41556.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41556.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Aan,41556.0,Vast Bellen,7.402.739.726,Extra Channel Pack,"1,"
707,MEDIUM RISK,43208.0,high,BERGEN OP ZOOM,Internet Start & TV Start (2P),BERGEN OP ZOOM,Converged,43208.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,43208.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT,Mevr.,0.0,0,2.876.712.329,Standard Channel Pack,"0,"
708,MEDIUM RISK,41641.0,low,OUD-BEIJERLAND,Internet Complete & TV Complete Next,HOEKSCHE WAARD,Not Converged,41641.0,Standard Channel Pack No Horizon,0,Vast Bellen,1,0,1,1,1,1,41641.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,41641.0,Vast Bellen,7.169.863.014,Standard Channel Pack,"0,"
710,LOYAL & LIGHT RISK,41793.0,low,NIEUW-AMSTERDAM,Internet Complete & TV Complete (2P),EMMEN,Converged,41793.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,41793.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT,Dhr.,0.0,0,6.753.424.658,Standard Channel Pack,"0,"
712,HIGH RISK,42676.0,high,DRUNEN,Internet Start & TV Start (2P),HEUSDEN,Converged,42676.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,42676.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,0,0,0,0,TV + INT,Dhr.,43747.0,0,4.334.246.575,Standard Channel Pack,"1,"
721,HIGH RISK,42641.0,mid,HOENSBROEK,Internet Start & TV Start,HEERLEN,Converged,42641.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42641.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT + TEL,Mevr.,42641.0,Vast Bellen,4.430.136.986,Standard Channel Pack,"0,"
723,HIGH RISK,42546.0,high,HOOGVLIET ROTTERDAM,Internet Max & Kabel TV,ROTTERDAM,Not Converged,0.0,Cable TV,0,0,0,0,1,0,1,0,42546.0,500 / 50 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Dhr.,0.0,0,4.690.410.959,Cable TV,"0,"
725,HIGH RISK,40942.0,low,BOXTEL,Alles-in-1 Basis (digitaal) (fZiggo),BOXTEL,Not Converged,40942.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42089.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,42089.0,Vast Bellen,9.084.931.507,Standard Channel Pack,"0,"
726,HIGH RISK,41731.0,low,SPIJKENISSE,Internet Giga & TV Max Next,NISSEWAARD,Converged,41731.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,41731.0,1000 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,41731.0,Volop Bellen,6.923.287.671,Extra Channel Pack,"1,"
727,HIGH RISK,40562.0,high,WORMER,Alles-in-1 Plus (digitaal) (fZiggo),WORMERLAND,Not Converged,40562.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40562.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr./Mevr.,40562.0,Vast Bellen,101.260.274,Standard Channel Pack,"1,"
730,MEDIUM RISK,42601.0,mid,BUNNIK,Internet Complete & TV Complete,BUNNIK,Not Converged,42601.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42601.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Mevr.,43068.0,Vast Bellen,4.539.726.027,Standard Channel Pack,"0,"
731,MEDIUM RISK,41829.0,mid,TILBURG,Internet Complete & TV Complete (2P),TILBURG,Not Converged,41829.0,Standard Channel Pack Horizon,0,0,1,1,1,1,1,0,41829.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT,Mevr.,41829.0,0,8.150.684.932,Standard Channel Pack,"0,"
733,MEDIUM RISK,42368.0,low,ARNHEM,Internet Complete & TV Complete Next,ARNHEM,Converged,42368.0,Standard Channel Pack No Horizon,0,Volop Bellen,1,0,1,1,1,1,42368.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,42368.0,Volop Bellen,5.178.082.192,Standard Channel Pack,"1,"
736,LOYAL & LIGHT RISK,42706.0,high,HOOGEVEEN,Internet Start & TV Start (2P),HOOGEVEEN,Not Converged,42713.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,42713.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT,Dhr.,0.0,0,4.252.054.795,Standard Channel Pack,"0,"
739,HIGH RISK,40788.0,mid,GRONINGEN,Alles-in-1 Plus (digitaal) (fZiggo),GRONINGEN,Not Converged,40788.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40788.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,40788.0,Volop Bellen,9.506.849.315,Standard Channel Pack,"0,"
740,MEDIUM RISK,41852.0,low,WESTZAAN,Internet Complete & TV Complete Next,ZAANSTAD,Converged,41852.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41852.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT + TEL,Mevr.,41852.0,Vast Bellen,6.591.780.822,Standard Channel Pack,"0,"
744,HIGH RISK,40043.0,low,ERP,Internet Complete & TV Complete Next,MEIERIJSTAD,Not Converged,40043.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40043.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,1,1,0,0,TV + INT + TEL,Dhr.,40043.0,Vast Bellen,1.154.794.521,Standard Channel Pack,"0,"
746,HIGH RISK,41343.0,low,ETTEN-LEUR,Internet Start XXL & TV Start 3P (BTL ONLY),ETTEN-LEUR,Not Converged,42945.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41343.0,100 / 10 MBPS,SAFE ONLINE L,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42943.0,Vast Bellen,798.630.137,Standard Channel Pack,"1,"
747,HIGH RISK,41618.0,high,'S-HERTOGENBOSCH,Internet Max & TV Max Next,S HERTOGENBOSCH,Converged,41618.0,Extra Channel Pack No Horizon,0,Vast Bellen,1,1,1,1,1,1,41618.0,500 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,41618.0,Vast Bellen,7.232.876.712,Extra Channel Pack,"1,"
748,MEDIUM RISK,41295.0,low,WEERT,Alles-in-1 Basis (digitaal) (fZiggo),WEERT,Converged,41295.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,41295.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,0,0,1,0,TV + INT + TEL,Dhr.,41295.0,Volop Bellen,8.117.808.219,Extra Channel Pack,"0,"
750,HIGH RISK,42658.0,low,WITTEM,Internet Complete & TV Start,GULPEN-WITTEM,Converged,42658.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42658.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT + TEL,Dhr.,42658.0,Volop Bellen,4.383.561.644,Standard Channel Pack,"0,"
751,LOYAL & LIGHT RISK,42689.0,mid,BRUNSSUM,Internet Start & TV Complete,BRUNSSUM,Not Converged,42689.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42689.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,43844.0,Vast Bellen,4.298.630.137,Standard Channel Pack,"0,"
754,MEDIUM RISK,40302.0,low,MAARSSEN,Alles-in-1 Basis (digitaal) (fZiggo),STICHTSE VECHT,Converged,40302.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41778.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,0,0,1,0,TV + INT + TEL,Dhr.,41778.0,Vast Bellen,1.083.835.616,Extra Channel Pack,"1,"
755,HIGH RISK,34992.0,mid,UTRECHT,MultiCore,UTRECHT,Not Converged,34992.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41817.0,100 / 10 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,41817.0,Vast Bellen,2.538.630.137,Standard Channel Pack,"0,"
758,LOYAL & LIGHT RISK,42278.0,mid,OUDORP NH,Internet Start & TV Start,ALKMAAR,Not Converged,42278.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42278.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42278.0,Volop Bellen,5.424.657.534,Standard Channel Pack,"0,"
762,MEDIUM RISK,42592.0,high,VOORBURG,TV Standaard (digitaal) (fZiggo),LEIDSCHENDAM-VOORBURG,Not Converged,42592.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,TV,Dhr.,0.0,0,4.564.383.562,Standard Channel Pack,"0,"
765,MEDIUM RISK,42553.0,high,AMSTERDAM,Internet Complete & Kabel TV,AMSTERDAM,Not Converged,42553.0,Cable TV,0,0,0,0,1,0,1,0,42553.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Dhr./Mevr.,0.0,0,4.671.232.877,Cable TV,"0,"
769,HIGH RISK,42606.0,low,ETTEN-LEUR,Internet Start & TV Complete,ETTEN-LEUR,Converged,42606.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42606.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Mevr.,42606.0,Vast Bellen,4.526.027.397,Standard Channel Pack,"0,"
771,HIGH RISK,41275.0,low,ANNA PAULOWNA,Alles-in-1 Basis (digitaal) (fZiggo),HOLLANDS KROON,Not Converged,41275.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41275.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Mevr.,41275.0,Vast Bellen,817.260.274,Standard Channel Pack,"0,"
774,LOYAL & LIGHT RISK,42018.0,low,ROCKANJE,Internet Complete & TV Complete (2P),WESTVOORNE,Not Converged,42018.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,42018.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT,Dhr.,42018.0,0,6.136.986.301,Standard Channel Pack,"1,"
775,MEDIUM RISK,42621.0,low,MEGEN,Internet Complete & TV Complete,OSS,Not Converged,42621.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42621.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42621.0,Vast Bellen,4.484.931.507,Standard Channel Pack,"0,"
777,HIGH RISK,43189.0,mid,OOSTVOORNE,Internet Complete & TV Complete,WESTVOORNE,Not Converged,43188.0,Standard Channel Pack Horizon,0,Vast Bellen,1,0,1,1,1,1,43188.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Mevr.,43188.0,Vast Bellen,2.931.506.849,Standard Channel Pack,"1,"
778,HIGH RISK,41582.0,low,HELLEVOETSLUIS,Internet Complete & TV Max Next,HELLEVOETSLUIS,Not Converged,41582.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41582.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,41582.0,Vast Bellen,7.331.506.849,Extra Channel Pack,"0,"
780,MEDIUM RISK,39939.0,low,ROERMOND,Internet Complete & TV Complete Next,ROERMOND,Not Converged,39939.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,39939.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,39939.0,Vast Bellen,1.183.287.671,Standard Channel Pack,"1,"
781,HIGH RISK,42125.0,mid,ARNHEM,Internet Start & TV Start,ARNHEM,Not Converged,42125.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,43562.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,43562.0,Volop Bellen,5.843.835.616,Standard Channel Pack,"0,"
784,MEDIUM RISK,42644.0,mid,AMSTERDAM,Internet Complete & TV Complete,AMSTERDAM,Not Converged,42644.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42644.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Mevr.,42644.0,Vast Bellen,4.421.917.808,Standard Channel Pack,"0,"
785,MEDIUM RISK,43570.0,high,ROTTERDAM,Internet Max & TV Start (2P),ROTTERDAM,Not Converged,43570.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,43570.0,500 / 50 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT,Dhr.,0.0,0,1.884.931.507,Standard Channel Pack,"0,"
786,MEDIUM RISK,42553.0,low,WESTERVOORT,Internet Complete & TV Complete,WESTERVOORT,Converged,42553.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42553.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42553.0,Vast Bellen,4.671.232.877,Standard Channel Pack,"1,"
789,MEDIUM RISK,41251.0,high,GELEEN,Internet Complete & TV Complete,SITTARD-GELEEN,Converged,41251.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42289.0,250 / 25 MBPS,SAFE ONLINE XL,1,1,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42289.0,Vast Bellen,8.238.356.164,Standard Channel Pack,"0,"
790,HIGH RISK,42103.0,mid,AMSTERDAM,Internet Start & TV Complete,AMSTERDAM,Converged,42103.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,42005.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Mevr.,42005.0,Volop Bellen,617.260.274,Standard Channel Pack,"0,"
801,HIGH RISK,42808.0,high,ZWOLLE,25Mb/s & TV Start,ZWOLLE,Not Converged,42813.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,42813.0,25 / 2.5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Mevr.,43271.0,0,397.260.274,Standard Channel Pack,"0,"
802,HIGH RISK,41095.0,low,DE MEERN,Internet Max & TV Max,UTRECHT,Converged,41095.0,Extra Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41095.0,500 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,0,1,0,TV + INT + TEL,Mevr.,41095.0,Vast Bellen,8.665.753.425,Extra Channel Pack,"1,"
805,HIGH RISK,42621.0,mid,DORST,Internet Complete & TV Complete,OOSTERHOUT,Converged,42621.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,42621.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,42621.0,Volop Bellen,4.484.931.507,Standard Channel Pack,"0,"
813,MEDIUM RISK,40160.0,low,FIJNAART,Internet Complete & TV Complete (2P),MOERDIJK,Not Converged,40160.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,40160.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT,Dhr.,40160.0,0,1.122.739.726,Standard Channel Pack,"0,"
815,HIGH RISK,43096.0,mid,APELDOORN,Internet Giga & TV Max Next,APELDOORN,Converged,43080.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,43080.0,1000 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,43080.0,Vast Bellen,322.739.726,Extra Channel Pack,"1,"
817,HIGH RISK,43708.0,mid,NAARDEN,Internet Complete & TV Complete Next (zonder bellen),GOOISE MEREN,Not Converged,43707.0,Extra Channel Pack No Horizon,0,0,1,0,1,1,1,0,43700.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,1,0,TV + INT,Mevr.,0.0,0,1.528.767.123,Extra Channel Pack,"1,"
819,MEDIUM RISK,42553.0,mid,ROTTERDAM,Internet Start XL & TV Start (CI+),ROTTERDAM,Not Converged,42553.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,1,42553.0,100 / 10 MBPS,SAFE ONLINE,0,0,MEDIABOX,1,0,0,1,TV + INT + TEL,Dhr.,43593.0,0,4.671.232.877,Standard Channel Pack,"0,"
825,HIGH RISK,41107.0,low,KERKRADE,Internet Max & TV Complete Next,KERKRADE,Converged,41107.0,Standard Channel Pack No Horizon,0,Vast Bellen,1,1,1,1,1,1,41107.0,500 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,41107.0,Vast Bellen,8.632.876.712,Standard Channel Pack,"1,"
830,HIGH RISK,41584.0,low,BLITTERSWIJCK,Internet Complete & TV Max Next,VENRAY,Converged,41584.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,41584.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,41584.0,Volop Bellen,7.326.027.397,Extra Channel Pack,"1,"
831,HIGH RISK,41548.0,low,GRONINGEN,Internet Start & TV Start,GRONINGEN,Converged,41548.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,41548.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,0,0,1,0,TV + INT + TEL,Dhr.,41548.0,Volop Bellen,7.424.657.534,Extra Channel Pack,"1,"
832,HIGH RISK,41529.0,low,HEEMSKERK,Internet Complete & TV Complete,HEEMSKERK,Converged,41529.0,Extra Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41529.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,1,0,TV + INT + TEL,Dhr.,41529.0,Vast Bellen,7.476.712.329,Extra Channel Pack,"1,"
833,MEDIUM RISK,42524.0,high,ZUTPHEN,Internet Complete & TV Complete,ZUTPHEN,Converged,42531.0,Extra Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,42531.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,1,1,TV + INT + TEL,Dhr.,42531.0,Volop Bellen,4.750.684.932,Extra Channel Pack,"0,"
838,MEDIUM RISK,43314.0,high,AMSTERDAM,MultiCore,AMSTERDAM,Not Converged,0.0,Cable TV,0,Vast Bellen,0,0,1,0,1,1,43313.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,43313.0,Vast Bellen,2.589.041.096,Cable TV,"0,"
840,HIGH RISK,41309.0,high,RUURLO,Internet Complete & TV Start (2P),BERKELLAND,Not Converged,41309.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,41309.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX,1,0,0,1,TV + INT,Dhr.,0.0,0,8.079.452.055,Standard Channel Pack,"0,"
848,HIGH RISK,40174.0,high,WAGENBERG,Internet Start & TV Start,DRIMMELEN,Not Converged,40174.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40174.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,40174.0,Volop Bellen,111.890.411,Standard Channel Pack,"0,"
850,MEDIUM RISK,40081.0,low,LEIDEN,MultiCore,LEIDEN,Converged,40081.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40081.0,500 / 50 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,40081.0,Volop Bellen,1.144.383.562,Extra Channel Pack,"1,"
852,HIGH RISK,41747.0,low,HARDENBERG,Alles-in-1 Basis (digitaal) (fZiggo),HARDENBERG,Not Converged,41747.0,Standard Channel Pack No Horizon,0,Volop Bellen,1,0,1,1,1,1,41747.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,41747.0,Volop Bellen,6.879.452.055,Standard Channel Pack,"0,"
859,HIGH RISK,42901.0,high,WORMERVEER,Internet Complete & TV Start,ZAANSTAD,Not Converged,42905.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42905.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42905.0,Vast Bellen,3.717.808.219,Standard Channel Pack,"0,"
861,HIGH RISK,41608.0,low,ASSEN,Internet Complete & TV Max,ASSEN,Converged,41608.0,Extra Channel Pack Horizon,0,Vast Bellen,1,0,1,1,1,1,41608.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,0,1,0,TV + INT + TEL,Dhr.,41608.0,Vast Bellen,7.260.273.973,Extra Channel Pack,"1,"
863,HIGH RISK,43504.0,high,ALPHEN AAN DEN RIJN,Internet Complete & TV Start,ALPHEN AAN DEN RIJN,Not Converged,43503.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,43503.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,43550.0,Vast Bellen,2.068.493.151,Standard Channel Pack,"0,"
865,HIGH RISK,42685.0,mid,TILBURG,Internet Complete & TV Complete,TILBURG,Converged,42685.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42685.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42685.0,Vast Bellen,4.309.589.041,Standard Channel Pack,"1,"
866,HIGH RISK,42339.0,high,BUNNIK,Internet Complete & TV Complete (2P),BUNNIK,Not Converged,43096.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,42339.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,1,1,0,1,TV + INT,Mevr.,0.0,0,5.257.534.247,Standard Channel Pack,"0,"
867,LOYAL & LIGHT RISK,42586.0,mid,BIEZENMORTEL,MultiCore,HAAREN,Not Converged,0.0,Cable TV,0,0,0,0,1,0,1,0,42586.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Dhr.,0.0,0,4.580.821.918,Cable TV,"0,"
868,MEDIUM RISK,42553.0,mid,AMSTERDAM,Internet Complete & TV Complete,AMSTERDAM,Not Converged,42553.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42553.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42553.0,Vast Bellen,4.671.232.877,Standard Channel Pack,"1,"
869,MEDIUM RISK,41757.0,mid,BEUNINGEN GLD,Internet Complete & TV Complete,BEUNINGEN,Not Converged,41757.0,Extra Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41757.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,1,1,1,1,TV + INT + TEL,Dhr.,41757.0,Vast Bellen,6.852.054.795,Extra Channel Pack,"0,"
874,LOYAL & LIGHT RISK,42610.0,mid,MAASTRICHT,Internet Start & TV Start,MAASTRICHT,Not Converged,42610.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42610.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42610.0,Vast Bellen,4.515.068.493,Standard Channel Pack,"0,"
878,LOYAL & LIGHT RISK,41956.0,mid,ROTTERDAM,Internet Start & TV Complete Next,ROTTERDAM,Not Converged,41961.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41961.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,41961.0,Vast Bellen,6.306.849.315,Standard Channel Pack,"0,"
883,HIGH RISK,41699.0,low,APELDOORN,Internet Complete & TV Complete Next,APELDOORN,Converged,41699.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,41699.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,41699.0,Volop Bellen,7.010.958.904,Standard Channel Pack,"1,"
884,HIGH RISK,41579.0,mid,BEUNINGEN GLD,Internet Start & TV Start,BEUNINGEN,Not Converged,41579.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,41579.0,50 / 5 MBPS,SAFE ONLINE L,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,41579.0,Volop Bellen,7.339.726.027,Standard Channel Pack,"1,"
885,MEDIUM RISK,42353.0,low,ARNHEM,Internet Complete & TV Complete,ARNHEM,Converged,42353.0,Extra Channel Pack Horizon,1,Vast Bellen,0,0,1,1,1,1,42353.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,1,0,TV + INT + TEL,Dhr.,42353.0,Vast Bellen,5.219.178.082,Extra Channel Pack,"0,"
887,HIGH RISK,40032.0,mid,DALEM,Internet Complete & TV Complete,GORINCHEM,Not Converged,40032.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,40032.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,40032.0,Vast Bellen,1.157.808.219,Standard Channel Pack,"0,"
